id,word,phonetic,meaning,example,partOfSpeech,ExampleMeaning
21,Market,/ËˆmÉ‘ËkÉªt/,"Thá»‹ trÆ°á»ng, tiáº¿p thá»‹",The market for colored denim jeans has changed continuously.,noun
22,Persuasion,/pÉ™ËˆsweÉªÊ’n/,"Sá»± thuyáº¿t phá»¥c",The seminar teaches techniques of persuasion to increase sales.,noun
23,Productive,/prÉ™ËˆdÊŒktÉªv/,"CÃ³ nÄƒng suáº¥t, hiá»‡u quáº£",The productive employee was rewarded with a raise.,adj
24,Satisfaction,/ËŒsÃ¦tÉªsËˆfÃ¦kÊƒn/,"Sá»± hÃ i lÃ²ng",Your satisfaction is guaranteed or your money back.,noun
25,Characteristic,/ËŒkÃ¦rÉ™ktÉ™ËˆrÉªstÉªk/,"Äáº·c Ä‘iá»ƒm, Ä‘áº·c trÆ°ng",One characteristic of the store is that it is slow in mailing refund checks.,noun
26,Consequence,/ËˆkÉ’nsÉªkwÉ™ns/,"Háº­u quáº£, káº¿t quáº£",As a consequence of not having a good business plan, the company failed.,noun
27,Consider,/kÉ™nËˆsÉªdÉ™(r)/,"CÃ¢n nháº¯c, xem xÃ©t",You should consider all options before making a decision.,verb
28,Cover,/ËˆkÊŒvÉ™(r)/,"Che phá»§, bao gá»“m, báº£o hiá»ƒm",Will my medical insurance cover this surgery?,verb
29,Expiration,/ËŒekspÉ™ËˆreÉªÊƒn/,"Sá»± háº¿t háº¡n",Have you checked the expiration date on this yogurt?,noun
30,Frequently,/ËˆfriËkwÉ™ntli/,"ThÆ°á»ng xuyÃªn",Appliances frequently come with a one-year warranty.,adv
31,Imply,/ÉªmËˆplaÉª/,"Ngá»¥ Ã½, Ã¡m chá»‰",The guarantee on the Walkman implied that all damages were covered, not just labor.,verb
32,Promise,/ËˆprÉ’mÉªs/,"Há»©a, cam káº¿t",The sales associate promised that our new mattress would arrive by noon on Saturday.,verb
33,Protect,/prÉ™Ëˆtekt/,"Báº£o vá»‡",Consumer laws are designed to protect the public against unscrupulous vendors.,verb
34,Reputation,/ËŒrepjuËˆteÉªÊƒn/,"Danh tiáº¿ng",The company knew that the reputation of its products was the most important asset it had.,noun
35,Require,/rÉªËˆkwaÉªÉ™(r)/,"YÃªu cáº§u, Ä‘Ã²i há»i",The law requires that each item clearly display the warranty information.,verb
36,Variety,/vÉ™ËˆraÉªÉ™ti/,"Sá»± Ä‘a dáº¡ng",There is a wide variety of patterns to choose from.,noun
37,Address,/É™Ëˆdres/,"Äá»‹a chá»‰, giáº£i quyáº¿t, bÃ i nÃ³i chuyá»‡n",Marco's business plan addresses the needs of small business owners.,verb
38,Avoid,/É™ËˆvÉ”Éªd/,"TrÃ¡nh",To avoid going out of business, owners should prepare a proper business plan.,verb
39,Demonstrate,/ËˆdemÉ™nstreÉªt/,"Chá»©ng minh, giáº£i thÃ­ch",The professor demonstrated through a case study that a business plan can impress a lender.,verb
40,Develop,/dÉªËˆvelÉ™p/,"PhÃ¡t triá»ƒn",Lily developed her ideas into a business plan by taking a class at the community college.,verb
41,Evaluate,/ÉªËˆvÃ¦ljueÉªt/,"ÄÃ¡nh giÃ¡",It's important to evaluate your competition when making a business plan.,verb
42,Gather,/ËˆÉ¡Ã¦Ã°É™(r)/,"Thu tháº­p, táº­p há»£p",We gathered information for our plan from many sources.,verb
43,Offer,/ËˆÉ’fÉ™(r)/,"Äá» nghá»‹, cung cáº¥p",Devon accepted our offer to write the business plan.,noun
44,Primary,/ËˆpraÉªmÉ™ri/,"ChÃ­nh, chá»§ yáº¿u",The primary reason for writing a business plan is to avoid common errors.,adj
45,Risk,/rÉªsk/,"Rá»§i ro, nguy cÆ¡",Expanding into a new market is a big risk.,noun
46,Strategy,/ËˆstrÃ¦tÉ™dÊ’i/,"Chiáº¿n lÆ°á»£c",A business plan is a strategy for running a business and avoiding problems.,noun
47,Strong,/strÉ’Å‹/,"Máº¡nh máº½, kiÃªn cá»‘",The professor made a strong argument for the value of a good business plan.,adj
48,Substitute,/ËˆsÊŒbstÉªtjuËt/,"Thay tháº¿",Don't try to substitute intuition for good planning.,verb
49,Accommodate,/É™ËˆkÉ’mÉ™deÉªt/,"Cung cáº¥p chá»— á»Ÿ, Ä‘Ã¡p á»©ng",The meeting room was large enough to accommodate the various needs of the participants.,verb
50,Arrangement,/É™ËˆreÉªndÊ’mÉ™nt/,"Sá»± sáº¯p xáº¿p",The travel arrangements were taken care of by Sara, Mr. Billing's capable assistant.,noun
51,Association,/É™ËŒsÉ™ÊŠÊƒiËˆeÉªÊƒn/,"Hiá»‡p há»™i, sá»± liÃªn káº¿t",Membership in the trade association allows our company to attend the conference at a discount.,noun
52,Attend,/É™Ëˆtend/,"Tham dá»±",We expect more than 100 members to attend the annual meeting.,verb
53,Get in touch,/É¡et Éªn tÊŒtÊƒ/,"Giá»¯ liÃªn láº¡c",As soon as we arrive at the hotel, we will get in touch with the manager.,verb
54,Hold,/hÉ™ÊŠld/,"Tá»• chá»©c, cáº§m, chá»©a",This meeting room holds at least 80 people comfortably.,verb
55,Location,/lÉ™ÊŠËˆkeÉªÊƒn/,"Vá»‹ trÃ­, Ä‘á»‹a Ä‘iá»ƒm",The location of the meeting was changed from the Red Room to the Green Room.,noun
56,Overcrowded,/ËŒÉ™ÊŠvÉ™ËˆkraÊŠdÉªd/,"QuÃ¡ Ä‘Ã´ng Ä‘Ãºc",As soon as the guests entered the dining room for dinner, Sue Lin saw that it was overcrowded.,adj
57,Register,/ËˆredÊ’ÉªstÉ™(r)/,"ÄÄƒng kÃ½",According to the website, you can register for the conference online.,verb
58,Select,/sÉªËˆlekt/,"Lá»±a chá»n",The conference participant selected the marketing seminar from the various options.,verb
59,Session,/ËˆseÊƒn/,"PhiÃªn, buá»•i há»p",The morning sessions tend to fill up first, so sign up early.,noun
60,Take part in,/teÉªk pÉ‘Ët Éªn/,"Tham gia",We could not get enough people to take part in the meeting, so we canceled it.,verb
61,Access,/ËˆÃ¦kses/,"Truy cáº­p",You need a password to access the database.,verb
62,Allocate,/ËˆÃ¦lÉ™keÉªt/,"PhÃ¢n bá»•",The office manager did not allocate enough money to purchase software.,verb
63,Compatible,/kÉ™mËˆpÃ¦tÉ™bl/,"TÆ°Æ¡ng thÃ­ch",This operating system is not compatible with this model computer.,adj
64,Delete,/dÉªËˆliËt/,"XÃ³a bá»",The technicians deleted all the data on the disk accidentally.,verb
65,Display,/dÉªËˆspleÉª/,"Hiá»ƒn thá»‹, trÆ°ng bÃ y",The light on the LCD display is too weak.,noun
66,Duplicate,/ËˆdjuËplÉªkeÉªt/,"Sao chÃ©p, n. báº£n sao",I think the new word processing program will duplicate the work of the system we already have.,verb
67,Failure,/ËˆfeÉªljÉ™(r)/,"Sá»± tháº¥t báº¡i, há»ng hÃ³c",Your failure to inform us about the changed password cost the company a day's work.,noun
68,Figure out,/ËˆfÉªÉ¡É™(r) aÊŠt/,"TÃ¬m ra, giáº£i quyáº¿t",By examining all of the errors, the technicians figured out how to fix the problem.,verb
69,Ignore,/ÉªÉ¡ËˆnÉ”Ë(r)/,"Phá»›t lá»",Don't ignore the technician's advice when connecting cables.,verb
70,Search,/sÉœËtÊƒ/,"TÃ¬m kiáº¿m",Our computer system will search for the file for you.,verb
71,Shut down,/ÊƒÊŒt daÊŠn/,"Táº¯t mÃ¡y, Ä‘Ã³ng cá»­a",Please shut down the computer before you leave for the day.,verb
72,Warning,/ËˆwÉ”ËnÉªÅ‹/,"Sá»± cáº£nh bÃ¡o",The red flashing light gives a warning to users that the battery is low.,noun
73,Affordable,/É™ËˆfÉ”ËdÉ™bl/,"CÃ³ thá»ƒ chi tráº£, giÃ¡ pháº£i chÄƒng",The company's first priority was to find an affordable phone system.,adj
74,As needed,/É™z ËˆniËdÉªd/,"Khi cáº§n thiáº¿t",The courier service will pick up the packages as needed.,adv
75,Capacity,/kÉ™ËˆpÃ¦sÉ™ti/,"Sá»©c chá»©a, nÄƒng lá»±c",The new conference room has a capacity of 200 people.,noun
76,Durable,/ËˆdjÊŠÉ™rÉ™bl/,"Bá»n bá»‰",This printer is so durable that with a little care verify it will last another five years.,adj
77,Initiative,/ÉªËˆnÉªÊƒÉ™tÉªv/,"SÃ¡ng kiáº¿n, tháº¿ chá»§ Ä‘á»™ng",Employees are encouraged to take the initiative and share their ideas with management.,noun
78,Physically,/ËˆfÉªzÉªkli/,"Vá» máº·t thá»ƒ cháº¥t",The computer screen is physically too small for the graphic designs.,adv
79,Provider,/prÉ™ËˆvaÉªdÉ™(r)/,"NhÃ  cung cáº¥p",The department was looking for a new internet service provider.,noun
80,Recur,/rÉªËˆkÉœË(r)/,"TÃ¡i diá»…n",The subject of decreasing sales recurs in each meeting.,verb
81,Reduction,/rÉªËˆdÊŒkÊƒn/,"Sá»± giáº£m bá»›t",The reduction in office staff has made it difficult to get work done on time.,noun
82,Stay on top of,/steÉª É’n tÉ’p É™v/,"Náº¯m báº¯t tÃ¬nh hÃ¬nh, kiá»ƒm soÃ¡t",In this industry, you must stay on top of current developments.,verb
83,Stock,/stÉ’k/,"HÃ ng tá»“n kho, cá»• phiáº¿u",The employees stocked the shelves on a weekly basis.,verb
84,Appreciation,/É™ËŒpriËÊƒiËˆeÉªÊƒn/,"Sá»± cáº£m kÃ­ch, sá»± tÄƒng giÃ¡ trá»‹",In appreciation of your hard work on the Castcon project, the department will hold a casual lunch party.,noun
85,Be made of,/bi meÉªd É™v/,"ÄÆ°á»£c lÃ m tá»«",This job will really test what you are made of.,verb
86,Bring in,/brÉªÅ‹ Éªn/,"ThuÃª, mÆ°á»›n, tuyá»ƒn dá»¥ng, mang láº¡i",The company brought in a new team of project planners.,verb
87,Casually,/ËˆkÃ¦Ê’uÉ™li/,"KhÃ´ng trang trá»ng, tÃ¬nh cá»",On Fridays, most employees dress casually.,adv
88,Code,/kÉ™ÊŠd/,"MÃ£, quy táº¯c",Even the most traditional companies are changing their dress code to something less formal.,noun
89,Expose,/ÉªkËˆspÉ™ÊŠz/,"PhÆ¡i bÃ y, tiáº¿p xÃºc",Mergers require that employees be exposed to new business practices.,verb
90,Glimpse,/É¡lÉªmps/,"CÃ¡i nhÃ¬n thoÃ¡ng qua",The secretary caught a glimpse of her new boss as she was leaving the office.,noun
91,Out of,/aÊŠt É™v/,"Háº¿t, cáº¡n kiá»‡t",The presenter ran out of time before he could finish his presentation.,adj
92,Outdated,/ËŒaÊŠtËˆdeÉªtÉªd/,"Lá»—i thá»i",The purpose of the seminar is to have employees replace outdated methods with new ones.,adj
93,Practice,/ËˆprÃ¦ktÉªs/,"Thá»±c hÃ nh, thÃ³i quen",Bill practiced answering the telephone until he was satisfied.,verb
94,Reinforce,/ËŒriËÉªnËˆfÉ”Ës/,"Cá»§ng cá»‘, tÄƒng cÆ°á»ng",The financial officer's presentation reinforced the idea that we need to cut costs.,verb
95,Verbally,/ËˆvÉœËbÉ™li/,"Báº±ng lá»i nÃ³i",She verbally reprimanded the new hire in front of his entire team.,adv
96,Disk,/dÉªsk/,"ÄÄ©a (mÃ¡y tÃ­nh)",The head of the department made copies of the disk for everyone in the meeting.,noun
97,Facilitate,/fÉ™ËˆsÉªlÉªteÉªt/,"Táº¡o Ä‘iá»u kiá»‡n, lÃ m cho dá»… dÃ ng",The computer program facilitated the scheduling of appointments.,verb
98,Network,/ËˆnetwÉœËk/,"Máº¡ng lÆ°á»›i",We set up a new network for the accounting department.,noun
99,Popularity,/ËŒpÉ’pjuËˆlÃ¦rÉ™ti/,"Sá»± phá»• biáº¿n",The popularity of the new system has been overwhelming.,noun
100,Process,/ËˆprÉ™ÊŠses/,"Quy trÃ¬nh, xá»­ lÃ½",There is a process for determining why your computer is malfunctioning.,noun
101,Replace,/r?ple?s/,"Thay th?",I replaced the worn-out tires on my car.,verb
102,Revolution,/rev?lu??n/,"Cu?c cách m?ng",The computer revolution has changed the way we work.,noun
103,Sharp,/???p/,"Thông minh, s?c bén",The new employee is sharp and eager to learn.,adj
104,Skill,/sk?l/,"K? nang",You need practice to improve your skills.,noun
105,Software,/s?ftwe?(r)/,"Ph?n m?m",The new software is easier to use than the old program.,noun
106,Storage,/st??r?d?/,"Luu tr?",Network storage is generally more reliable than local storage.,noun
107,Technical,/tekn?kl/,"K? thu?t",The manual is too technical for most users to understand.,adj
108,Assemble,/?sembl/,"L?p ráp",The factory assembles cars.,verb
109,Beforehand,/b?f??hænd/,"Tru?c",We need to know beforehand how many people are coming.,adv
110,Complication,/k?mpl?ke??n/,"S? ph?c t?p",There were complications with the new computer system.,noun
111,Courier,/k?ri?(r)/,"Ngu?i chuy?n phát",The courier delivered the package this morning.,noun
112,Express,/?kspres/,"Nhanh, t?c hành",Please send this letter via express mail.,adj
113,Fold,/f??ld/,"G?p l?i",Fold the letter in half before putting it in the envelope.,verb
114,Layout,/le?a?t/,"B? c?c",The layout of the new office is very open.,noun
115,Mention,/men?n/,"Ð? c?p",Did he mention when he would be back?,verb
116,Petition,/p?t??n/,"Ki?n ngh?",The employees signed a petition asking for better benefits.,noun
117,Proof,/pru?f/,"B?ng ch?ng",Do you have any proof of purchase?,noun
118,Register,/red??st?(r)/,"Ðang ký",You need to register for the conference by Friday.,verb
119,Revise,/r?va?z/,"Xem l?i, s?a d?i",Please revise your report and submit it again tomorrow.,verb
120,Abundant,/?b?nd?nt/,"Phong phú, d?i dào",The country has abundant natural resources.,adj
121,Accomplishment,/?k?mpl??m?nt/,"Thành t?u",Winning the award was a major accomplishment.,noun
122,Bring together,/br?? t?geð?(r)/,"T?p h?p, k?t n?i",The project brought together people from different departments.,verb
123,Candidate,/kænd?d?t/,"?ng c? viên",The company interviewed several candidates for the job.,noun
124,Come up with,/k?m ?p w?ð/,"N?y ra (ý tu?ng)",He came up with a great idea for the marketing campaign.,verb
125,Commensurate,/k?men??r?t/,"Tuong x?ng",Salary will be commensurate with experience.,adj
126,Match,/mæt?/,"Phù h?p, tuong x?ng",Her skills match the job requirements perfectly.,verb
127,Profile,/pr??fa?l/,"H? so nang l?c",The company's profile has grown significantly in recent years.,noun
128,Qualification,/kw?l?f?ke??n/,"Trình d? chuyên môn",Does he have the necessary qualifications for the job?,noun
129,Recruit,/r?kru?t/,"Tuy?n d?ng",The company is recruiting new engineers.,verb
130,Submit,/s?bm?t/,"N?p, d? trình",Please submit your application by the deadline.,verb
131,Time-consuming,/ta?m k?nsju?m??/,"T?n th?i gian",Writing reports can be very time-consuming.,adj
132,Ability,/?b?l?ti/,"Kh? nang",He has the ability to learn new things quickly.,noun
133,Apply,/?pla?/,"N?p don, áp d?ng",I decided to apply for the job.,verb
134,Background,/bækgra?nd/,"Lý l?ch, n?n t?ng",She has a strong background in finance.,noun
135,Be ready for,/bi redi f??(r)/,"S?n sàng cho",Are you ready for the interview?,verb
136,Call in,/k??l ?n/,"M?i d?n, g?i d?n",The manager called him in for a meeting.,verb
137,Confidence,/k?nf?d?ns/,"S? t? tin",She answered the questions with confidence.,noun
138,Constantly,/k?nst?ntli/,"Liên t?c, luôn luôn",Technology is constantly changing.,adv
139,Expert,/eksp??t/,"Chuyên gia",He is an expert in computer security.,noun
140,Follow up,/f?l?? ?p/,"Theo dõi, ti?p n?i",I will follow up with you next week.,verb
141,Hesitant,/hez?t?nt/,"Do d?",He was hesitant to accept the offer.,adj
142,Present,/preznt/,"Trình bày",She will present her findings at the meeting.,verb
143,Weakly,/wi?kli/,"Y?u ?t",He smiled weakly.,adv
144,Conduct,/k?nd?kt/,"Ti?n hành, cu x?",The company conducts performance reviews every year.,verb
145,Generate,/d?en?re?t/,"T?o ra",The new marketing campaign generated a lot of sales.,verb
146,Hire,/ha??(r)/,"Thuê, tuy?n d?ng",We need to hire more staff.,verb
147,Keep up with,/ki?p ?p w?ð/,"Theo k?p",It's hard to keep up with all the changes in technology.,verb
148,Look up to,/l?k ?p tu/,"Kính tr?ng",I look up to my mentor.,verb
149,Mentor,/ment??(r)/,"Ngu?i c? v?n",She acted as a mentor to the new employees.,noun
150,On track,/?n træk/,"Ðúng ti?n d?",The project is on track to be finished by Friday.,adj
151,Reject,/r?d?ekt/,"T? ch?i",The committee rejected the proposal.,verb
152,Set up,/set ?p/,"Thi?t l?p",We need to set up a meeting to discuss the budget.,verb
153,Success,/s?kses/,"Thành công",The project was a great success.,noun
154,Training,/tre?n??/,"Ðào t?o",The company provides training for all new employees.,noun
155,Update,/?pde?t/,"C?p nh?t",We need to update our website.,verb
156,Basis,/be?s?s/,"Co s?, n?n t?ng",We meet on a weekly basis.,noun
157,Be aware of,/bi ?we?(r) ?v/,"Nh?n th?c du?c",He was not aware of the problem.,verb
158,Benefit,/ben?f?t/,"L?i ích",The new policy has many benefits for employees.,noun
159,Compensate,/k?mpense?t/,"B?i thu?ng, d?n bù",The company compensated him for his injury.,verb
160,Delicate,/del?k?t/,"Tinh t?, nh?y c?m",The negotiations were at a delicate stage.,adj
161,Eligible,/el?d??bl/,"Ð? di?u ki?n",Only full-time employees are eligible for benefits.,adj
162,Flexibly,/fleks?bli/,"Linh ho?t",We try to work flexibly to meet our clients' needs.,adv
163,Negotiate,/n?g???ie?t/,"Ðàm phán",I negotiated a better salary.,verb
164,Raise,/re?z/,"S? tang luong, nâng lên",He received a raise after his performance review.,noun
165,Retire,/r?ta??(r)/,"Ngh? huu",He plans to retire next year.,verb
166,Vested,/vest?d/,"Ðu?c trao quy?n, du?c hu?ng",She has a vested interest in the company's success.,adj
167,Wage,/we?d?/,"Ti?n công (theo gi?/ngày)",The minimum wage was increased last month.,noun
168,Achievement,/?t?i?vm?nt/,"Thành tích",Winning the sales award was a great achievement.,noun
169,Contribute,/k?ntr?bju?t/,"Ðóng góp",Everyone contributed to the success of the project.,verb
170,Dedication,/ded?ke??n/,"S? c?ng hi?n",We appreciate your dedication to the company.,noun
171,Look forward to,/l?k f??w?d tu/,"Mong d?i",I look forward to meeting you.,verb
172,Look to,/l?k tu/,"Trông c?y vào",We look to him for leadership.,verb
173,Loyal,/l???l/,"Trung thành",He has been a loyal employee for 20 years.,adj
174,Merit,/mer?t/,"Công lao, giá tr?",Promotions are based on merit, not seniority.,noun
175,Obviously,/?bvi?sli/,"Rõ ràng",Obviously, we need to improve our sales.,adv
176,Promote,/pr?m??t/,"Thúc d?y, thang ch?c",He was promoted to manager.,verb
177,Recognition,/rek?gn??n/,"S? công nh?n",She received recognition for her hard work.,noun
178,Value,/vælju?/,"Ðánh giá cao, giá tr?",We value your opinion.,verb
179,Bargain,/b??g?n/,"Món h?i, m?c c?",This coat was a real bargain.,noun
180,Bear,/be?(r)/,"Ch?u d?ng",I can't bear the thought of losing my job.,verb
181,Behavior,/b?he?vj?(r)/,"Hành vi",His behavior at the party was unacceptable.,noun
182,Checkout,/t?eka?t/,"Qu?y thanh toán",The line at the checkout was very long.,noun
183,Comfort,/k?mf?t/,"S? tho?i mái",The new chairs provide great comfort.,noun
184,Expand,/?kspænd/,"M? r?ng",The company plans to expand its operations.,verb
185,Explore,/?kspl??(r)/,"Khám phá",We need to explore new markets.,verb
186,Item,/a?t?m/,"Món hàng",Please check your items before leaving the store.,noun
187,Mandatory,/mænd?t?ri/,"B?t bu?c",Attendance at the meeting is mandatory.,adj
188,Merchandise,/m??t??nda?s/,"Hàng hóa",The store displays its merchandise attractively.,noun
189,Strictly,/str?ktli/,"Nghiêm ng?t",Smoking is strictly prohibited.,adv
190,Trend,/trend/,"Xu hu?ng",The current trend is towards smaller cars.,noun
191,Consistent,/k?ns?st?nt/,"Nh?t quán",We need to maintain a consistent quality standard.,adj
192,Diversify,/da?v??s?fa?/,"Ða d?ng hóa",The company should diversify its product line.,verb
193,Enterprise,/ent?pra?z/,"Doanh nghi?p",This is a successful business enterprise.,noun
194,Essentially,/?sen??li/,"V? co b?n",Essentially, we agree on the main points.,adv
195,Function,/f??k?n/,"Ch?c nang",The main function of this machine is to copy documents.,noun
196,Maintain,/me?nte?n/,"Duy trì",We need to maintain good relations with our customers.,verb
197,Obtain,/?bte?n/,"Có du?c, d?t du?c",He obtained a loan from the bank.,verb
198,Prerequisite,/pri?rekw?z?t/,"Ði?u ki?n tiên quy?t",A degree is a prerequisite for this job.,noun
199,Quality,/kw?l?ti/,"Ch?t lu?ng",We pride ourselves on the quality of our products.,noun
200,Smooth,/smu?ð/,"Trôi ch?y, êm th?m",The transition to the new system was very smooth.,adj
201,Source,/s??s/,"Ngu?n",We need to find a new source for raw materials.,noun
202,Stationery,/ste???nri/,"Van phòng ph?m",We need to order more stationery for the office.,noun
203,Accurate,/ækj?r?t/,"Chính xác",The report needs to be accurate.,adj
204,Carrier,/kæri?(r)/,"Hãng v?n chuy?n",We use a reliable carrier for our shipments.,noun
205,Catalog,/kæt?l?g/,"Danh m?c",Please check the catalog for the latest products.,noun
206,Fulfill,/f?lf?l/,"Hoàn thành, dáp ?ng",We need to fulfill the customer's order by Friday.,verb
207,Integral,/?nt?gr?l/,"C?n thi?t, không th? thi?u",Customer service is an integral part of our business.,adj
208,Inventory,/?nv?ntri/,"Hàng t?n kho",We take inventory every month.,noun
209,Minimize,/m?n?ma?z/,"Gi?m thi?u",We need to minimize our costs.,verb
210,On hand,/?n hænd/,"Có s?n",We have plenty of supplies on hand.,adj
211,Remember,/r?memb?(r)/,"Nh?",Please remember to sign the invoice.,verb
212,Ship,/??p/,"G?i hàng, v?n chuy?n",When will you ship the order?,verb
213,Sufficient,/s?f??nt/,"Ð?",We have sufficient funds to complete the project.,adj
214,Supply,/s?pla?/,"Cung c?p",The company supplies us with paper.,verb
215,Charge,/t???d?/,"Tính phí",How much do you charge for delivery?,verb
216,Compile,/k?mpa?l/,"Biên so?n, t?p h?p",She compiled a list of potential customers.,verb
217,Customer,/k?st?m?(r)/,"Khách hàng",The customer is always right.,noun
218,Discount,/d?ska?nt/,"Gi?m giá",We offer a 10% discount for cash payments.,noun
219,Efficient,/?f??nt/,"Hi?u qu?",He is an efficient worker.,adj
220,Estimate,/est?m?t/,"U?c tính",Can you give me an estimate for the repairs?,noun
221,Impose,/?mp??z/,"Áp d?t",The government imposed a new tax on imports.,verb
222,Mistake,/m?ste?k/,"L?i, sai l?m",I made a mistake in the calculation.,noun
223,Order,/??d?(r)/,"Ðon hàng, d?t hàng",I'd like to place an order for 100 units.,noun
224,Prompt,/pr?mpt/,"Nhanh chóng",Thank you for your prompt reply.,adj
225,Rectify,/rekt?fa?/,"S?a ch?a, kh?c ph?c",We will rectify the error immediately.,verb
226,Terms,/t??mz/,"Ði?u kho?n",We need to agree on the terms of the contract.,noun
227,Adjustment,/?d??stm?nt/,"S? di?u ch?nh",We made a few adjustments to the plan.,noun
228,Automatically,/??t?mæt?kli/,"T? d?ng",The doors open automatically.,adv
229,Crucial,/kru??l/,"Quan tr?ng, c?t y?u",It is crucial to follow the instructions carefully.,adj
230,Discrepancy,/d?skrep?nsi/,"S? khác bi?t, không nh?t quán",There is a discrepancy between the two reports.,noun
231,Disturb,/d?st??b/,"Làm phi?n",Please do not disturb me while I'm working.,verb
232,Liability,/la??b?l?ti/,"Trách nhi?m pháp lý",The company admits no liability for the accident.,noun
233,Reflection,/r?flek?n/,"S? ph?n chi?u, ph?n ánh",The report checks a reflection of the current economic situation.,noun
234,Run,/r?n/,"Ch?y, v?n hành",The computer is running slowly.,verb
235,Scan,/skæn/,"Quét",Please scan the document and email it to me.,verb
236,Subtract,/s?btrækt/,"Tr? di",Subtract the expenses from the income.,verb
237,Tedious,/ti?di?s/,"T? nh?t",Filing documents can be a tedious job.,adj
238,Verify,/ver?fa?/,"Xác minh",Please verify your email address.,verb
239,Accept,/?ksept/,"Ch?p nh?n",We accept credit cards.,verb
240,Balance,/bæl?ns/,"S? du",Check your bank balance regularly.,noun
241,Borrow,/b?r??/,"Vay, mu?n",Can I borrow a pen?,verb
242,Cautiously,/k????sli/,"C?n tr?ng",He drove cautiously down the icy road.,adv
243,Deduct,/d?d?kt/,"Tr? di, kh?u tr?",The tax will be deducted from your salary.,verb
244,Dividend,/d?v?dend/,"C? t?c",The company pays a quarterly dividend.,noun
245,Down payment,/da?n pe?m?nt/,"Ti?n d?t c?c",We made a down payment on the house.,noun
246,Mortgage,/m??g?d?/,"Th? ch?p",They took out a mortgage to buy the property.,noun
247,Restricted,/r?str?kt?d/,"B? h?n ch?",Access to this area is restricted.,adj
248,Signature,/s?gn?t??(r)/,"Ch? ký",Please put your signature at the bottom of the page.,noun
249,Take out,/te?k a?t/,"Rút ra, l?y ra",He took out a loan to buy a car.,verb
250,Transaction,/trænzæk?n/,"Giao d?ch",The transaction was completed successfully.,noun
251,Accounting,/?ka?nt??/,"K? toán",She is studying accounting at university.,noun
252,Accumulate,/?kju?mj?le?t/,"Tích luy",Debts can accumulate quickly.,verb
